channel_id,all_comment_count,eng_comment_count
UCEcLMPMI4b-pJpLrfnEvsvQ,40,26
UCEdvpU2pFRCVqU6yIPyTpMQ,25,9
UCEexyzp7gYKyCCt5IDuvF_A,32,4
UCEf_Bc-KVd7onSeifS3py9g,31,17
UCEf_IWYOziiG5XLx-Hl9A_A,24,2
UCEmAtcZ1COU1CE9pp_zX1Fw,5,4
UCEngNaaT3MS0H5EN7p2gXLA,30,6
UCEprB-U8g9k-IvhhxUGezJQ,26,19
UCErX4CQeesrYOs03fufBiHQ,26,15
UCEsXeMANIGwjoFgVcJ16QWA,65,12
UCEszEwlcXDgCxMfqHIpAZxw,21,15
UCEt1Ef_TQfkaEmjRmOWiFog,24,20
UCEtR1hAjm4M2yZxuk8-S8JA,118,95
UCEuOwB9vSL1oPKGNdONB4ig,40,20
UCEuiOszNd6msGgqsD0f9YAQ,6,5
UCEvthnNXQ2x_g1Q_OLtpF-g,26,19
UCEwd_VhwoyMnRAu5O8r0pzA,69,60
UCF-uUxo43IPpnEwnR62WGlA,27,25
UCF0-84qhSDVOq8i2I3jDVcA,29,28
UCF1iS7Bp9_hsQphNF6o8qwQ,8,8
UCF2pLTqtRYkFKv2u5Y5xOWA,23,20
UCF31eojFKhWQJviyMICWO2w,22,20
UCF7pSmWPyyKTXP9DxQ6KDUw,27,20
UCF9IOB2TExg3QIBupFtBDxg,23,21
UCF9OHrRasw-r4JcnBo4E2cg,27,26
UCFBOYHkJJC-o8HHXRT9AQMg,30,29
UCFEpFpv82DGownPexhrpkZg,31,26
UCFIWUqnyVjeYUJVBW-1F5bg,27,25
UCFKqZCWb_6m43WZXl4vXQaA,25,12
UCFMkPeE8jiPirJMv9kttuIg,33,27
UCFN6lQpfY8XIRdhv9G-f4bg,22,20
UCFN_dQuFU6tXwVLXppqOwpA,21,11
UCFOK2D31p00E67zZQphDfKg,33,7
UCFPvnkCZbHfBvV8ApBBE0vA,23,17
UCFSJRBoQ2zwjGYLl6gEr3JQ,22,0
UCFSWlEpDBctm2ACzdU96YDg,21,15
UCFVM_zMWzOCMaQii3fCnCKA,28,20
UCF_ZRSDSX4DqY2GooDwX_AA,27,14
UCF_fDSgPpBQuh1MsUTgIARQ,109,58
UCFaSR7gUU39qJe-eDSiGY0A,30,26
UCFagkCTe3d4kFzLSBliNkXg,30,27
UCFdmd1JSZVHF2nCpudLfQDA,28,5
UCFhXFikryT4aFcLkLw2LBLA,88,74
UCFklhCzrv2UIVOsAEVaWzFg,30,1
UCFks_UAxc9zdWHAE75eWDDA,27,23
UCFmofUYwZd1Ibf_O3PF71jg,4,4
UCFtEEv80fQVKkD4h1PF-Xqw,2,2
UCFuIUoyHB12qpYa8Jpxoxow,42,2
UCFuq6XXJroQgEni1tvckmXg,16,10
UCFwS8sLuE4Du7VA_DDnhmeg,26,2
UCG10CJ-y-08b0DPQ1YQ345Q,66,53
UCG24bc5PU4ujXFlRe5gbRMA,26,6
UCG8Ek6j9-NW15qrCgJZdErA,20,19
UCGA2OgjW608QEaGwxA7aRTg,30,17
UCGBD7uXRwp_lb2Mpu2XupBQ,4,4
UCGBO6EahCqQSyXIws1MQdDg,8,7
UCGBpxWJr9FNOcFYA5GkKrMg,22,15
UCGBzBkV-MinlBvHBzZawfLQ,55,38
UCGDWEcTlImuSDo0_1P59rKQ,25,21
UCGJdzJQ3R1BpahSvcFq23HA,27,13
UCGNFqULihCOrP3-hOQ-rNEw,33,11
UCGPGirOab9EGy7VH4IwmWVQ,66,62
UCGQdOvu5tCRBTYA2niM69qg,31,21
UCGSPErEtUzPI4XIbU3fifiQ,53,41
UCGS_UGeS2t2HVqYx7r-L28w,9,4
UCGUH78bfJtJo6mqkSsWojgg,5,4
UCGY4QLnE_jyO1mao6oZXlxw,29,9
UCG_eo_4LsisqsSSkQMHGJGw,18,15
UCGaOvAFinZ7BCN_FDmw74fQ,60,34
UCGaVdbSav8xWuFWTadK6loA,25,25
UCGaotBFKgoaZamPb4sbEIYg,28,20
UCGfclwcB8i13_4tp_FJjqbQ,18,16
UCGfgKimGJ4yueKEtFVPpHtw,23,19
UCGgf_k1y-_d-4Eh922iCCJg,30,16
UCGm22n-02oom5R_1lITZyAw,21,14
UCGmcfA0BCjwIDVg3UvpxkxQ,10,5
UCGnjeahCJW1AF34HBmQTJ-Q,58,16
UCGomVNOsPDcNY8rhCbOV4lQ,35,6
UCGq-a57w-aPwyi3pW7XLiHw,31,28
UCGs1JjiRBEKMlVD4eUxJ2ww,27,22
UCGsIaIdB3eLErFObXcQRUqA,9,9
UCGsOxD9JEXYX20-mLWulREQ,2,1
UCGsYQnsvuTpWt8_mq-woDRw,27,19
UCGt7X90Au6BV8rf49BiM6Dg,26,21
UCGttrUON87gWfU6dMWm1fcA,26,21
UCGvbidYOdD8rH0LJlVmZb5g,29,8
UCGwu0nbY2wSkW8N-cghnLpA,58,43
UCGx_EAnpzRvVTwUUafJTN8A,24,14
UCGy7SkBjcIAgTiwkXEtPnYg,58,47
UCH-g5AQbCdDMtEmBtGXLXNQ,29,19
UCH0UL4tOI94XLOfK3gK82LA,4,1
UCH11eQQ-QyfppeMsQJU6fMg,27,24
UCH1oRy1dINbMVp3UFWrKP0w,2,2
UCH2-gDpyBkROtJV89J6o0tA,20,12
UCH4BNI0-FOK2dMXoFtViWHw,69,63
UCHB6BajpRntetI0g1g2jCiw,4,3
UCHCThmyZ-2yWkv0UVeBDdnQ,6,6
UCHCph-_jLba_9atyCZJPLQQ,22,15
UCHE7rAi1Fw1CBmQXFtvJmrw,33,22
UCHHfOQ4CA8JrtxpVk4-foDg,1,1
UCHOf-N-yRIHvcZpAcKnNIEQ,5,4
UCHPHV1vMBvc-hce4Z5xP88A,25,13
UCHPHVCq_Giziio_y8QEcHyA,2,2
UCHRx3w9GE3r-iqpvIKsTgeQ,17,15
UCHRxG4X0k8nH5tv4Vy2Jf1Q,24,19
UCHSOqo1eYLPaoY82fMs7_Rw,23,15
UCHUE4ypXKp7ZkmdWbGJNgJg,19,14
UCHXa4OpASJEwrHrLeIzw7Yg,52,40
UCHZfx2vngpEZuhybUux5K3A,37,12
UCH_9z5v40C6X9oF3sWzL6BA,20,15
UCH_eu1lvvxpgoFc2lVruhkQ,50,36
UCHaHD477h-FeBbVh9Sh7syA,50,36
UCHaoDjLMZLiH-tYB2jMMw8g,32,23
UCHiwMnZqF-6XkQAb2sOjaYQ,16,12
UCHkJ2mA6ES6bCl2JylZfEhg,23,5
UCHmPyPt4AkrU1es6kxk0OMA,31,21
UCHnyfMqiRRG1u-2MsSQLbXA,149,133
UCHpGOTBGfltnrLqxfJn6zog,55,51
UCHpw8xwDNhU9gdohEcJu4aA,4,4
UCHqjrJE84tmpT5VQS_CRJZw,7,2
UCHtrI4TzNgpka8t6WGfgbhQ,15,4
UCHy-NJupAkIDoOKFNRwlhjg,20,17
UCHzcS9Hm5dieyRWDMY-earw,16,15
UCI-Ho-GaKYbtMzXJWmWAsrg,28,18
UCI1aMrmoZtWyzSfvMewGwbw,14,12
UCI3H1FsjbdqGcLq93ZilV5g,46,34
UCIALMKvObZNtJ6AmdCLP7Lg,7,7
UCIDBp59M3O_n6tNnwUt9gyA,24,7
UCIEv3lZ_tNXHzL3ox-_uUGQ,28,22
UCIHdDJ0tjn_3j-FS7s_X1kQ,31,30
UCIIh7tXfL8z1QYGulViWEqA,1,1
UCIJ0lLcABPdYGp7pRMGccAQ,21,4
UCIJ7ElhHMlz9lKh8_-dh4rA,28,22
UCIJwWYOfsCfz6PjxbONYXSg,53,43
UCIKf6APAtIjhDOtJG4anPhg,15,10
UCIMasKY5YlgzcOmxVW4loaw,263,200
UCINvptL0z9VpYScsNIoup8A,23,14
UCIRYBXDze5krPDzAEOxFGVA,26,21
UCIWAwKP3_KcWned5aLqZHtw,77,59
UCIWPeSl1aL72F1NCuS4ePTQ,6,6
UCIWRaf6SYL0HLv6E5pdWv_g,38,30
UCIWZ1_W5BqsvW9fm1cYFPpQ,31,14
UCIan0GcAkqLmyl8qPbVpibg,34,1
UCIdMuFFD42OKezEDsxzYqcA,15,7
UCIqWFhsJm2VU1ZuGrZnx3Pw,36,21
UCIr4vkCsn0tdTW2xZ1jRG1g,16,13
UCIrgJInjLS2BhlHOMDW7v0g,25,23
UCItXVkLkMv3RbJesDZW0uYA,23,11
UCItvAkABoa1J19zujDySvXw,51,27
UCIvOUTuA_JHMv6M_wPQNxUA,9,8
UCIxLxlan8q9WA7sjuq6LdTQ,28,25
UCIxmWUbe4OZuMDJKIHKwwKg,30,28
UCIxqQLeV6GojXty2w-VTKWQ,25,17
UCJ-cqYmyR0-rIb0lariMs0g,51,36
UCJ0-OtVpF0wOKEqT2Z1HEtA,24,19
UCJ35n3ueAN0cWvQqKptu-Zg,1,1
UCJ9905MRHxwLZ2jeNQGIWxA,1,0
UCJAlfy5KCZRC2nkXUg2v1BA,32,5
UCJE19PFX3WnSfv1ikk8USnQ,25,21
UCJEDFSxHHOW1PpBccdSxOTA,9,4
UCJIOFQLGwB3GH9K9waxwynQ,27,12
UCJIfeSCssxSC_Dhc5s7woww,27,25
UCJLLiIBagfrXxfcxcRPg24Q,29,26
UCJLMboBYME_CLEfwsduI0wQ,31,24
UCJPpE22GR3Tt8TJQmFtQjwQ,26,23
UCJQJ4GjTiq5lmn8czf8oo0Q,22,21
UCJS9pqu9BzkAMNTmzNMNhvg,87,71
UCJX8Wn6opMsBng3QWh0dK6g,34,29
UCJXCxy_RyC0GeRhs-2f7J4A,27,23
UCJYJgj7rzsn0vdR7fkgjuIA,23,17
UCJdxm_w7Yqu-IYOCPfxEgiw,24,19
UCJgDzk8RDB_gSsn0ZGxLODA,142,93
UCJgOIRUdsXtrC-1-vgwmy0A,16,3
UCJhjE7wbdYAae1G25m0tHAA,25,13
UCJi-1q-Z7Lf8QKCoprR2K2g,23,5
UCJjAIBWeY022ZNj_Cp_6wAw,9,5
UCJm2TgUqtK1_NLBrjNQ1P-w,20,19
UCJm7iNPKhW7JzAP9PqMc_qQ,32,0
UCJnGGTaVKui3OAST9yyXxOg,29,27
UCJnS2EsPfv46u1JR8cnD0NA,29,24
UCJs8b2zNCCnowE051wnCqIw,18,16
UCJsUvAqDzczYv2UpFmu4PcA,49,47
UCJswRv22oiUgmT1FuFeUekw,54,44
UCJublDh2UsiIKsAE1553miw,27,23
UCJvBXBYPWE1aIlrM0r1Ilhw,53,47
UCJwKCyEIFHwUOPQQ-4kC1Zw,13,11
UCJxAxCEFg4wRnZYZNL7_1uQ,24,16
UCK-0srt5hdY5m6Zos_NlJZg,35,28
UCK-6FjMu9OI8i0Fo6bkW0VA,62,60
UCK-HHyVCfKYzhxVOJgBt73w,87,69
UCK0igYivkzd0isz7oDPqVlw,3,3
UCK3emrAY8KxtR1EffQxCWbw,25,8
UCK4_MNKAJ_9K5Bsi-3-S8VA,29,22
UCK4iZRo3rgsG4OuBycWqy1Q,4,2
UCK4zwu2xhfZlMj29323xisg,34,26
UCK5TFZ9yB5aAEuAjbv1i_GA,25,18
UCK5dwWFmB8zqyhDfNgM5eXw,19,11
UCK70H_67YRgeA513ZHA2TIg,186,120
UCK7tptUDHh-RYDsdxO1-5QQ,21,18
UCK8sQmJBp8GCxrOtXWBpyEA,1,0
UCKAh1Uk07JcGld5QGXbsnHg,20,12
UCKBpKeRhhCQOQwbPz4aYZWg,26,21
UCKEhjc8fonQQ0mZWw3LO9SQ,15,3
UCKFjNynYRgDfnSIXzELPqTA,27,24
UCKHaKEGaQeoG7MwUuF1BP9Q,5,5
UCKKf2Tvw0Xqz6RfzTI2dTpQ,32,23
UCKQECjul8nw1KW_JzfBTP1A,8,8
UCKQKIY2YlI4L5QVg7hhfjrQ,29,17
UCKRGpJoQmyzM1VvAPdBkefQ,29,20
UCKUtLtLprzPOdd83lSNfQpw,4,4
UCKWaEZ-_VweaEx1j62do_vQ,107,88
UCKX8qlNu2v4m0bCkhd7jicA,34,26
UCKZbgzsJ_XsgGevLAKI1DwA,28,14
UCKZo4N0lVPccBkSiuyVh4yg,22,22
UCKcukj-n3-kUJ5u59L-bwgg,1,0
UCKfak8fBm_Lhy4eX9UKxEpA,25,22
UCKifE11pFr_y43x0mwTJPxg,7,5
UCKjxLqQ4kludVPBo3qp-zkA,9,9
UCKmmERguliWTynG9OIoDhDw,58,52
UCKqZLmcDAWqDyyXUfYNNpVQ,36,1
UCKrwS0ZZNYdTJaP5pj7kZcw,35,22
UCKsP3v2JeT2hWI_HzkxWiMA,24,22
UCKuSDqgt_rrBwvtc7CxSTeQ,27,14
UCKvKjZ3l9azWz4F49q2R3tQ,58,36
UCKx71st3-lSiQFX91CEWTAQ,19,2
UCKxAfFTFQFYJrwdCl4PlGpg,33,26
UCKyFqIO2OXPEHKopzWsbUpg,36,27
UCL5bAcVfbxSAs-UM5f5ncWg,53,49
UCL5eiGK1f0A-DecaBqq5emg,34,32
UCLBdKZf1_rsO2euKzGNIOmw,28,22
UCLEJtcaMQePVD5N8VD8JsfA,14,1
UCLEQMN2aaUD9VfBVPxG0IOg,22,0
UCLFDkgBwHbF0K1lDYylMNLA,27,23
UCLH7qUqM0PLieCVaHA7RegA,15,15
UCLIPBZ6XQ4ldx5cDWNsAvkA,25,18
UCLRGBPzHDwQp2807cEfY-8g,19,16
UCLScOxXQZt2GQN5a7-vCDlw,26,13
UCLXo7UDZvByw2ixzpQCufnA,80,72
UCL_f53ZEJxp8TtlOkHwMV9Q,26,22
UCLbidg2ZT49dWrxDkwNKr0g,27,23
UCLdP3jmBYe9lAZQbY6OSYjw,29,27
UCLjFj03yrdSd2X4Uqo7KXSw,34,29
UCLjwRB4r2aZOAo-ftaWvP5A,34,14
UCLo2De1CJ5SThUJWNXRYafA,14,11
UCLrpwrZvK9Y1wiMzmM8-fyQ,30,25
UCLtKBD5l-TqKoo7ThfmN7Wg,53,4
UCLuBF4Xr1-BIpcpFFm7zp7w,56,15
UCLue5AhDOIpePYzlc3rOVVQ,23,17
UCLxAS02eWvfZK4icRNzWD_g,64,27
UCLxpvEHi22zim8PqIwPmUog,28,25
UCLz7LG4YVi7_iyk4yOARcxA,40,33
UCM3LabqNUxXYmtz7bVyssmg,1,0
UCM4-RGiG2y5KLqXooyeQZbQ,25,0
UCM4mUayOV-yfqPNzePbHKsw,56,42
UCMAwcc6Jw0T1WCAoGMVC58w,19,18
UCMCYod7q4bZE6LSb6ih-03g,18,9
UCMFSTAyvpl_yBXmq6JPfhBQ,20,16
UCMHQoiq6PnPWb_gGD6eAQEg,20,16
UCMIige08YvBqwzDP3A21-bQ,19,12
UCML61jCX0-7o72iwHOL6RRg,28,18
UCMLtBahI5DMrt0NPvDSoIRQ,24,22
UCMRq9ADyETX-Touo4Srph5g,27,24
UCMSIDB9jvhqBKby2qk6E4VA,132,80
UCMSYZVlQmyG8_2MkIKzg0kw,52,45
UCMSsLqxqvZsNXi0Z-VjN89A,84,79
UCMV3aTOwUtG5vwfH9_rzb2w,24,17
UCMXzc5fADodNEdkSbHXZlpg,22,18
UCMY7ZvLB6-DnuSis_2s37_A,3,1
UCMZKdoqSDUebdreRb3X7lQg,10,8
UCMaxiD_ESHEN0UTWUP9Ctcw,33,14
UCMbZ2K7h0_tbe5j_yuVTutQ,34,16
UCMdClt8h3DnVbvhQvnUJTGQ,31,0
UCMgOduu7dMS9Jf1iqWZkdcw,23,0
UCMhDk2qIKoE7bVht4GeQ8Lg,16,11
UCMiJRAwDNSNzuYeN2uWa0pA,308,259
UCMljRGC0eBJrxbUorWEnasg,24,24
UCMmaBzfCCwZ2KqaBJjkj0fw,29,25
UCMrpRnyBJhgVBy3rm0K4P5w,29,25
UCMyOj6fhvKFMjxUCp3b_3gA,24,20
UCMyvAwiQAJtEDejYJMEz05g,52,12
UCN3-BVMnr44LIUheSuppw1A,20,9
UCN5qpJ_OZl53SfMbVPjA6sg,16,9
UCN6sm8iHiPd0cnoUardDAnw,34,3
UCN9ODImqfJNCdSR5xn0y5FQ,33,12
UCN9v4QG3AQEP3zuRvVs2dAg,87,72
UCNAf1k0yIjyGu3k9BwAg3lg,24,17
UCNGQAOewHhn7YDWNRe4HZ4w,34,6
UCNI0qOojpkhsUtaQ4_2NUhQ,22,18
UCNJVgykdTLVwZemG_O6xDMA,4,3
UCNRW1846nhED2nBdOSAKteA,21,15
UCNT2e7Og56vm5_V-yJWvglA,538,416
UCNUFterLJ9vpFZZ0try7sLA,5,0
UCNU_lfiiWBdtULKOw6X0Dig,71,54
UCNXvxXpDJXp-mZu3pFMzYHQ,18,16
UCNYNFzgjIpJivarmlU64zag,24,0
UCNYi_zGmR519r5gYdOKLTjQ,24,2
UCNZR5xt-HQ61DhBX6r6rXAw,29,11
UCNjfNLnQYbjBEvnS8KFuyGQ,1,1
UCNkV2_eCEfIAlsbyZk5A_Cw,32,22
UCNqFDjYTexJDET3rPDrmJKg,160,87
UCNttUtm9vloDjo-a2jqkoNQ,50,36
UCNuU4q4XLKyqAHQ3-zwHIkw,14,13
UCNvzD7Z-g64bPXxGzaQaa4g,45,37
UCNxbq2vWbmXQeyZPGYTnT6Q,31,23
UCNxneBe-udYnjmbDH9ci3pg,28,27
UCNye-wNBqNL5ZzHSJj3l8Bg,48,45
UCNzul4dnciIlDg8BAcn5-cQ,42,23
UCO-s9MFWm8ghwrcYIMAjDSw,56,38
UCO0akufu9MOzyz3nvGIXAAw,62,57
UCO1DThVnaSypdruQ643LOPQ,27,19
UCO2x-p9gg9TLKneXlibGR7w,24,20
UCO4yGJQP1HwMgBvV7riQnlA,25,13
UCO7V9rAiuAwh1NpEKDb81ew,61,49
UCO7ZQFQwhKsxj7WRqDHYfmw,20,9
UCO7iqpYcqmeRz0my_who9kQ,32,15
UCO7kefTlpAAHoRYh-ZKtfSw,55,27
UCO9LAygES40mbxPFvwkaOMg,22,12
UCOFnyQHIQJcEfd7HzqLy6eQ,8,8
UCOLh1HRogA04qOUZRF9g_wQ,38,23
UCOMxE9nQ50SOIZs_TcKek4A,30,29
UCOOIAv87GGLWNn6Zl_Rettg,74,63
UCOOlawtxwYTq1MZ0Umoy6fA,26,18
UCOT2iLov0V7Re7ku_3UBtcQ,30,28
UCOVhkH1fRrx6vP8HgVT1P5g,12,6
UCOYBaRNdosHLQvIZc1DNHDg,27,22
UCOajpsI8t3Eg-u-s2j_c-cQ,17,17
UCObb67dO5Qlzt28WfP-IQwQ,21,0
UCObs0kLIrDjX2LLSybqNaEA,30,26
UCObsREXyFhKMS2oZikEoVnw,22,21
UCOf6yoHjR-ERxZZpfjWvpvA,53,9
UCOh01Sv2bdi_hjci9tOH7Mg,24,4
UCOhtMAg7xh8wv_wUHMgFc-Q,32,12
UCOj9WICwHqV_smQj-ucj1AA,26,12
UCOk2CgtW_euf-9w34fnYQnA,31,30
UCOsATJw-IZgqGT8MFrHjKGg,22,21
UCOuP7ygJSo3qEV8VoUITbhA,21,19
UCOvOXLATfCrOJmAYaO4mRBA,57,22
UCOvtqjHNCBjDoOFtBPz0GFg,12,7
UCP0_k4INXrwPS6HhIyYqsTg,21,17
UCP15FVAA2UL-QOcGhy7-ezA,31,0
UCP1iRaFlS5EYjJBryFV9JPw,30,22
UCP1pFvd3OF_MVCddBcH8Uww,23,15
UCP5tjEmvPItGyLhmjdwP7Ww,58,52
UCP6HGa63sBC7-KHtkme-p-g,20,8
UCP83iCyLq0Q5VdaQKp0r7kg,7,2
UCPCoaKCeqmWhCwCH5Ht7dQg,8,3
UCPDis9pjXuqyI7RYLJ-TTSA,75,52
UCPH3Oz99Y_jrVBCQMjQZNSg,33,1
UCPHEZwHCdwWohY7axruy4gA,22,8
UCPIvT-zcQl2H0vabdXJGcpg,305,161
UCPLfrdK84czJXYf6QA7OW9A,32,7
UCPREnbhKQP-hsVfsfKP-mCw,26,3
UCPT5Q93YbgJ_7du1gV7UHQQ,28,8
UCPc9yOXlAFXcLILa104ZEKA,56,43
UCPg8tOgxZRzzcxpVuC0HtrA,63,46
UCPgNUJA2GO2uEKx60hKRcOw,20,11
UCPhADRTIwDxB0vVSU33CijA,24,23
UCPiretti8qKVskv5a_T9vtA,34,23
UCPk2s5c4R_d-EUUNvFFODoA,256,207
UCPk5EdfTqVkEzDQ89FeuOgA,19,18
UCPotnGNahFjLWjfsq4KYvuQ,223,135
UCPrbh_9pghzmzkI1wJJRv7Q,4,3
UCPuI6BuxfLHN5si8lFroQPQ,25,22
UCPwAIwQQXw-YqEvhmcNh6BA,22,21
UCPxKnXgokkBNCFaSkdy44FQ,6,3
UCPy-vsBDyrEu3I3DJRUuvyg,49,35
UCPyd4M9Zj3YJ2IZKkVtHATw,27,21
UCQ137sJ-dtlU-r5EDgMEPzg,28,12
UCQ1O4XEUMO3_dYEYRvGQPDg,22,9
UCQ2sdgDhkSrVLYwfTUVw7OQ,2,0
UCQ5DkUL8c_vbflfQ8LRsCIg,27,20
UCQ8lmvvnyY2VeYebKOR8xLg,37,23
UCQBJsCjbtlyTZos8U1wqzgw,4,2
UCQD-0MjUbDBwm2UTVYr0Dag,25,21
UCQFYC_kwJ_FSs5UvZryzDFQ,23,11
UCQG3G4I7saIZIKxwYp1tqTw,61,46
UCQGCVWoMtVmYt9rDsOFFSHw,11,3
UCQINXHZqCU5i06HzxRkujfg,36,17
UCQJOYS9v30qM74f6gZDk0TA,28,19
UCQJoT6HfpDIc_A75RLWHGuw,4,3
UCQLJFXhxbl5SMfcGZSnURhQ,28,24
UCQNqdaEMfiiNxTiqoyk1dtA,22,8
UCQOidFKQBMvLXk7PxGBXWyA,31,21
UCQVwn0HNVFhg52-8ln0WJSw,26,19
UCQW2mxSiyhvpiGDHBCgpTJA,1,1
UCQWnytHKeJEHXh85rC6tW2A,25,18
UCQWrlWwNsMvvurG5HXXWLFw,30,24
UCQWsAbnIFxAP-jQQfM_oYBQ,24,20
UCQXHTFnQYFTqN0MqmNh9EIA,44,40
UCQY4My_4PY17PWsN89hZHLw,38,25
UCQaSOYxjm4rzOvWj3hO3RIw,44,31
UCQfEbxZRyIuNZ6WpxsC0FKQ,4,3
UCQi67q4kGdmnJaRzX81uK5g,30,13
UCQjTRnvho8S9ddlEvgQy_kQ,30,6
UCQtW2oz8ec8pHjjxawujNjg,62,33
UCQvZD_M4nzOSyrPx0LfgOmQ,29,1
UCQxTL5uhg3jYRakna8CvJ5g,3,2
UCQxbkY1l9orvoMLv04pCOcQ,56,49
UCR-C3qlUdtgYFgPF8rM7Fig,22,9
UCR1Jltq7vMzGQVtRd-DR5AA,29,16
UCR1RfXOHsYfx5hVYtt8RIXw,44,40
UCR3j6-3GD6aGV-LeUMRBc6g,25,1
UCR3uO1rDJsGLbSUtfUyuCKw,27,8
UCR8NsuqnMSWNQoKihSCdUcQ,29,9
UCR8j9H0ZiLbww8_U2iDKISQ,3,0
UCR9NuNwCUIhMOLUQnLN7_WA,38,28
UCRHBpvcASQs852H0t4mt1zA,34,29
UCRKOv7wEWoEaQhsT0adfyQg,32,27
UCRQMZQ0R561looJMoxPmRoQ,17,9
UCRRr_xrOm66qaigIbwFLvbQ,23,22
UCRVsqvXIdgyPVS-a6fGa1lA,15,14
UCRVtlcqayOmyuLIDrT3ng1w,31,23
UCRdfhTdKpGtJg-QIuAIND8g,18,15
UCReBxgLlq_Bim6hRmKn-gxA,23,17
UCRgQkscIizzXbStAeuMWLSA,32,25
UCRgn-SAQZa4I41zLH03LoOQ,11,9
UCRijo3ddMTht_IHyNSNXpNQ,193,152
UCRlICXvO4XR4HMeEB9JjDlA,29,26
UCRp02OXHKJchXN0ph85MQWA,29,1
UCRpNVpZoW56rOsV-6wFK3lg,22,15
UCRrlRjsRafOBheGLX02dJtw,33,24
UCRvPS-dk5CHwUb090JJPQQQ,9,5
UCS1--ycUQWjD8X6ohewmqBA,36,27
UCS1VnI5YDRsVXUAqVaS_O3A,17,7
UCS261lQDXjMvc8Jck-2CQEg,22,8
UCS4jPUCax8d3f-uke--YXXQ,44,29
UCS56r87Y7q1SrAB-42brE-w,98,20
UCSFDaRqTfAhOLhtvFPrAltg,29,2
UCSNX50LYGXWV_e5UWZGPGbw,14,7
UCSO2Hp9UYEEVjIQMD-X6-vA,23,23
UCSOfUqPoqpp5aWDDnAyv94g,28,17
UCSQ0byICE78DEDa42Ls5cmA,24,19
UCSUwTmHIP_rlCTZeQW2oiEg,32,0
UCSX0NhNdBA-ZnEFkYFzdw4A,21,16
UCSX5Gk1UvlYWYyjeVZFnp-w,3,1
UCSbgR_d3CJkhvulX2kgt_YQ,28,21
UCSe_yLDK6KSBm5cTlZ2XdLA,23,11
UCSf-NCzjwcnXErUBW_qeFvA,25,24
UCSf0s2ogUVYpJPuzW1zpAOg,41,26
UCSfX2TUPfxMpE2D2K1-ZZlw,18,7
UCSfwM5u0Kce6Cce8_S72olg,37,0
UCSh8pITCV05dOdF8MLTLpQg,29,13
UCSiBSzeyA4vlNzhOO6K7XSg,30,17
UCSiJnHenG76bZLxLatGoMzw,31,23
UCSillZr7X-5u-j_-ps_ijqA,28,24
UCSlEdyj6I4TX8mcGwL8rVlw,33,16
UCSmducBRRUqk-wAZthstM0A,52,39
UCSqqWfEwyODjgFmraGhrYjw,23,13
UCSrwhbt5DQZgTRnlPZ7EwXw,48,19
UCSvkZ_Hw1leaP7gzVZ05NCQ,9,8
UCSwsyQ0LO0GoaoMpfQ1Jrow,21,14
UCSxfEEEi6IAvnPrFeiqIlcA,26,19
UCT-VzthVAM_4ohDdKa-BbXA,23,19
UCT-nPlVzJI-ccQXlxjSvJmw,1,0
UCT09qC2vwlbJvofZRIdLalg,17,17
UCT6Y5JJPKe_JDMivpKgVXew,23,21
UCT9lB1HNkTa41ws-G2tGwXw,23,21
UCTD4oc298b3EvUNzmQVr6oA,31,19
UCTDJ9osmaIty0MVkUZymVmQ,28,21
UCTImEHaYGwXVlg2QaEVZ76g,23,11
UCTIuq_z-X16CwAtAiEYrkTQ,41,24
UCTMRxtyHoE3LPcrl-kT4AQQ,3,1
UCTOoRgpHTjAQPk6Ak70u-pA,11,6
UCTQ3lexv90TMg-H2DiY_SCQ,20,15
UCTQVIXvcHrR9jYoJ6qaBAow,24,7
UCTTQ9EBEG9LwQdgRKq_vBMw,23,8
UCTTfeKDGCqxot-KfjHptP_Q,28,21
UCTZmwwn0Wd5YsAxw0NZzyJA,26,5
UCTbKSzEamYTYYY_c2yH1fEA,44,17
UCTdMhilGQIL_Cava5S5GriA,26,22
UCTn59lPgFtcfdlajcGPmosw,23,0
UCTpmmkp1E4nmZqWPS-dl5bg,41,35
UCTrAO0TDCldnYUN3BkLmGcw,335,270
UCTu7N4-YzpGIN6Ftsb0QeGA,23,20
UCTyC11PsbR-CMXSG9M1na1g,18,13
UCU-v9qUrjMN5jsa5wO2CBIg,24,18
UCU0k21RR-k7Zxil6KMs5nsw,33,30
UCU0zC0L4o0qOos83NLhK5ug,51,34
UCU5AbNuMPGB491GcqXuzwKw,29,24
UCU5JicSrEM5A63jkJ2QvGYw,31,0
UCU5eV0c0SE0TMXrV8P94jAQ,87,64
UCU69ROL7juUiTZVs5PsN55Q,95,73
UCU6NYyAUa60rTABMxBhOVig,25,1
UCU9pX8hKcrx06XfOB-VQLdw,32,22
UCUBIrDsIVzRpKsClMlSlTpQ,20,0
UCUBSTJf4MSrnohk1Ghc4Pcg,27,17
UCUFJO5h2NuvCykRJUIkd7oA,36,24
UCUHW94eEFW7hkUMVaZz4eDg,53,48
UCUKxvWVo8lmRXkbTOkqUhGg,30,21
UCUL5z6KvrvcUrH7YVW60l4w,27,6
UCUNkaUjhRArzU4Tm_TPSDlg,31,0
UCUQw5JQgxAXcX1SvixOIH0w,24,7
UCUTOwFZ5grVnUMvvleA_JMg,30,17
UCUVa51UA_690sEKyRbHb-5A,18,14
