channel_id,all_comment_count,eng_comment_count
UCUVmgle4npABEDrp0M3W5Ig,24,19
UCUaT_39o1x6qWjz7K2pWcgw,56,15
UCUeqBmTJuzo6Tod5qr_Kt5w,39,18
UCUhFaUpnq31m6TNX2VKVSVA,15,12
UCUmC7gXciukRv73CQRQ5QGQ,23,12
UCUmGg8gWrksbMAE_jr5tbjA,21,2
UCUmV8nJBzRDj0a7G0EQdDSA,17,13
UCUrkOmXvcHOX4A1ratGe5Wg,19,17
UCUs8sGiP4avNaYNVO22INhQ,29,24
UCUtgTKF1KW8JeN6-kFOSwmA,17,15
UCUvvj5lwue7PspotMDjk5UA,46,45
UCUyGEgRT5nv7BawQc-_jOSw,27,8
UCUyrh2YiYgrZKbU3JILXKyA,25,17
UCUzqqqpY_kYzcc4rAHTt1iw,72,50
UCV-yCAXMS-nWrHtORuDfSuQ,29,26
UCV4c4hulnbuVPm-mjd3AFjg,27,6
UCV98XLgRrqS7ZvoWjmBb1Ig,33,12
UCVAYy7_zddIx6USjXscV9Vg,26,14
UCVH50QVYHQ1W373tNpOqKrw,8,5
UCVHxJghKAB_kA_5LMM8MD3w,19,17
UCVLbzhxVTiTLiVKeGV7WEBg,3,3
UCVORTRHbXA45EHTCK8i5joA,30,4
UCVQJZE_on7It_pEv6tn-jdA,233,207
UCVS0xBpOtXBAl12rdG67-OQ,29,24
UCVTQunGrE3p7Oq8Owao5y_Q,19,18
UCVUgjaDIy2i2LP4Dw0fCYJw,26,20
UCVWf4JNrMuKz3Ugjb4dP7TQ,64,52
UCVaQwUU0NLkBeO6m7_j2U2Q,30,19
UCVbBtdw-_SCqGDs6-_awaDg,24,19
UCVfwlh9XpX2Y_tQfjeln9QA,48,40
UCVjWIUtdNizm-0eFyzhAj0g,59,17
UCVpWDEFirsEfz2WGJMVd4mA,43,39
UCVqcIL9ver6C68f_q6t4kMg,25,21
UCVrEHNmwOcTM85daIG6PSVg,24,18
UCVujWH99XzUbQ_re6leOdPQ,30,18
UCVuuI7QB8ViizzVAH3L_H7Q,25,18
UCVxR8M2OeHf4BdKzzzpz83A,22,7
UCVxczb2wUx9sVWXT2OHAN6A,13,12
UCW0xEGHTgwZVhXGLVcDoEOA,36,31
UCW2VhxXe5jfPShIE8vz4Qwg,12,3
UCW39zufHfsuGgpLviKh297Q,51,48
UCW3otcZucyNZvzmFWd0VbtA,29,27
UCW4kB4e8hD1n9AxEEHaI0rw,25,0
UCW5677agcbt6lqj5RZnZLtw,31,23
UCW5BaXolL-jh1wAmZC78leQ,24,18
UCW9CXYyHdzI0w8icz4gHi3g,27,24
UCWBWgCD4oAqT3hUeq40SCUw,397,301
UCWEK3RhJB-BkdMZ9fiROVAQ,30,20
UCWEPVo6y9qm3AtG7E5fGfkQ,25,5
UCWGsC1q1o7iZ-4-fLGHop0A,18,10
UCWI-ohtRu8eEeDj93hmUsUQ,84,70
UCWI1AJmkMm_sbTX_Ps8gQAw,137,95
UCWIgJLwHx4jNOtpHQD8OiBg,10,8
UCWOA1ZGywLbqmigxE4Qlvuw,56,46
UCWQDQW0N86BCduhPtXUFXdQ,31,24
UCWQrSQ0wJ3oZshXsZcl_Srg,68,41
UCWS-W2jeV5Sua4sLCB7S2mA,31,23
UCWYs4KqAdayj6oTAYVKDplg,30,23
UCW_V77YU0leiI2LaCB2DCUw,26,21
UCW_X3-IRNdOl9vrZ-zGthlQ,19,12
UCWaOde99oeUVoXbIj3SNu9g,45,13
UCWasbqA48hH_MVnxnloiwEQ,25,4
UCWf64R6hBTDiMBQVpMB_qvg,26,17
UCWgaeTtHCcp-vl7Dc4f1NwQ,27,22
UCWk_6kgfcNwWbVUdq34QMSg,30,19
UCWo4IA01TXzBeGJJKWHOG9g,1,1
UCWv7vMbMWH4-V0ZXdmDpPBA,113,92
UCX1Hh7CvEc3RCUd4NRBWJMw,29,21
UCX5qMbq8Y9h9TOdFhKUhkrw,91,71
UCX6OQ3DkcsbYNE6H8uQQuVA,25,9
UCX6b17PVsYBQ0ip5gyeme-Q,524,445
UCXAQAJ2DNbuk0_XVG4X8b-g,18,2
UCXDPZNH-eEXtrxr5Ert1LWQ,31,7
UCXIJgqnII2ZOINSWNOGFThA,80,65
UCXIKbPYyn91yEIRnsPvt51A,24,22
UCXJH_apV_2TjktPkGwkg0Ww,13,3
UCXJniNhLPJSeYXAfUzexHSA,116,90
UCXOSzGyN3EPZfKE2hujeIYA,32,20
UCXPnZDZY9puB0kIrX7hGXIQ,32,3
UCXUH2dmTnXMSxmJfp4-LT8A,20,5
UCXUJJNoP1QupwsYIWFXmsZg,30,16
UCXVWREy73z87S9LMBnex2gA,9,4
UCXWjM0L5apQKHu8-YQoihvA,34,16
UCXXvOMN_74Jad119ybNce8g,42,33
UCXZTnzvoL4X3saPYsfLwxuA,80,73
UCXbQFmkRRipuQ902JBq1ckg,5,4
UCXdtwY5TaRQX9qzTwBmzAQg,22,10
UCXg4rJUbDP1IP3TmZ9KDpJg,32,25
UCXgoURISTjifYA7CG55xpkA,83,64
UCXgv6qemwooHi71a7-htxAw,27,3
UCXqlds5f7B2OOs9vQuevl4A,116,64
UCXslS997yoJ1w9ZZTCh0Img,27,25
UCXtCobcQRbIk-_sPSJUXzmQ,22,12
UCXu3Qcw018ZNU0qJ3hVn9mQ,25,23
UCXw1ddyrUmib3zmCmvSI1ow,35,33
UCXylA9BrLQzaqCR0wNH_nwQ,22,7
UCY5NDinr2975LghozXAeTWQ,16,14
UCYBARVyitZWkFKovnC2jf2g,29,25
UCYDQnAs-0zs8m-s6BMSnehw,30,0
UCYDVFfp_AN1WBiNwaf9522w,262,226
UCYF32kNlU1t7Q0PedXktyzg,5,4
UCYI_ychRnL7sJrG6PUSBpQA,32,30
UCYJo04cZFlwL3XNnJ8aYtTw,30,3
UCYMA5wEYOl5etySIpDWaNwQ,15,1
UCYO_jab_esuFRV4b17AJtAw,33,29
UCYSMmZnOy9LEy5jhEgMyddQ,30,23
UCYUPD1QyZStSkdRvG9FPQ4A,23,20
UCYWIEbibRcZav6xMLo9qWWw,29,29
UCYYUGTG__Kc_4RBhv7FEolg,36,35
UCYb6v1AlX6prKl83DswM5iw,24,22
UCYbFCdcMfA68ZvJO__zTUjg,21,11
UCYbggI6qVceWa1_1dfH0hMA,19,12
UCYeF244yNGuFefuFKqxIAXw,82,72
UCYenDLnIHsoqQ6smwKXQ7Hg,26,22
UCYgL81lc7DOLNhnel1_J6Vg,86,67
UCYoKN0FOSrHo1qf4ZqlM2CA,38,10
UCYzEMRKqrh01-tauv7MYyVQ,27,17
UCZ-zUkkdNTYAYDgkDyeb_hA,24,13
UCZ3B62fbP1eBhBEEoH0YxZw,31,26
UCZ4AMrDcNrfy3X6nsU8-rPg,151,133
UCZ9JyVqKfccAyY1v5kc47-w,52,23
UCZAc6j2gnLgbVtvZ9F_biQg,26,16
UCZDCkQWcA3fh8rvrPXUb16g,33,28
UCZFMm1mMw0F81Z37aaEzTUA,24,6
UCZGQTIY_ompQk2GeAhRpy2g,17,12
UCZSKX0Sp81Btp0taUTS7CAA,15,2
UCZSlfzadjnw7G419c_OJ9eg,85,69
UCZT6sGZLgx345xFuvSWxaoA,39,24
UCZW5lIUz93q_aZIkJPAC0IQ,25,16
UCZWlSUNDvCCS1hBiXV0zKcA,21,20
UCZYTClx2T1of7BRZ86-8fow,150,136
UCZ_sh7Adgm6BqnnK3elBErA,54,28
UCZaT_X_mc0BI-djXOlfhqWQ,52,46
UCZbDycYPRMKxFiEeBTAcmnw,48,43
UCZdrY6BQMhjUdHX3moWVKWw,38,2
UCZgt6AzoyjslHTC9dz0UoTw,27,25
UCZiCgb0Ci1jDfNw9sbrHNUw,9,0
UCZnIrAaCCofirZ8xSC9jh0g,36,6
UCZobTxGcMQfWEJ3Di_bYycw,25,17
UCZpvLeZDtm8mmmvwgBrNVyg,75,51
UCZrXbiKCUkRNd0Dgn3sDXqw,17,16
UCZtoHl1p6R6_iLm2yjA9gew,14,6
UCZvoUuniFzmOjfBt67lNsEQ,29,19
UCZw2iqBZShBxWy8r1fwqP8A,36,25
UCZyoOijdUvzzd6xyRwac9CA,10,7
UC_0vAivjbJUH6RShuK8h5Mg,30,18
UC_35hRJlT4PEmvFCcU6l_3Q,63,50
UC_7QMZFw-6tCGRfvFOlogNw,25,3
UC_7vFlErTHxVD-IFNB-BFCg,18,16
UC_976xMxPgzIa290Hqtk-9g,21,12
UC_DtZXGLt74sv8EV1Covp9w,29,15
UC_IRYSp4auq7hKLvziWVH6w,34,22
UC_OJauDTr39a7rF1hvqnWIA,54,43
UC_Qcjmf7vL19BYW_bHYSfAg,28,21
UC_RovKmk0OCbuZjA8f08opw,25,23
UC_ViiQBrIqBK6Jd2fs8UU2w,50,15
UC_aEa8K-EOJ3D6gOs7HcyNg,70,43
UC_bXJnsgwOqEPA_-6N6faKw,12,0
UC_fFL5jgoCOrwAVoM_fBYwA,23,13
UC_gUM8rL-Lrg6O3adPW9K1g,342,290
UC_hr4utPQ2Y59Y5v3sPG16Q,30,20
UC_huoGvQQc8tAh27gR_MdjQ,17,9
UC_oMKGSjJp838-WKqp0phiQ,29,18
UC_pwIXKXNm5KGhdEVzmY60A,23,9
UC_v7EPbixFI6xC5MgCHjo8g,32,12
UC_vz6SvmIkYs1_H3Wv2SKlg,21,18
UC_wCbFZHCh9amfaXXI4yq_g,47,36
UC_z1-SiJKvvBsFb95eT9JwQ,22,18
UC_zEzzq54Rm0iy7lmmZbCIg,45,21
UCa-aGbqYQA8kAJy94v9yKtw,24,13
UCa0oRkEafAO4Otb-_aFXVcA,19,0
UCa2Nr1Qm93k07VuwEXCnrog,6,1
UCa4a-hXHI8bitNXnvyZNzEQ,30,19
UCa5R55NSXiWAZWi9997XYvg,20,16
UCa9siXYE9McabZSTOkhnUtg,12,11
UCaC4prHJ6uWSIKyaEvfU00A,62,39
UCaDBRJTQhIg_QhCkW7SxWGQ,33,28
UCaFGDBmGK_jw66u3av2Ysjw,13,13
UCaGEe4KXZrjou9kQx6ezG2w,86,67
UCaKZDEMDdQc8t6GzFj1_TDw,26,22
UCaONRNFNqn96eE58GD_UylA,18,14
UCaPu3LJBU5w_ghFUMeko-nA,19,17
UCaUz5kEkQCTh29pLJH-gjVw,30,17
UCaWKoo7s6UWWBONZQZUOqRQ,34,29
UCaXkIU1QidjPwiAYu6GcHjg,49,47
UCaZ2jG4qd1vY-Tkwiq9FBlw,25,24
UCa_3ly2XPt-y3tkkEtGfpCw,19,12
UCaaoXEItXBzJJtjvSfXx_CA,30,1
UCad9ZgDkH6Kq7oiM8rkaqAw,24,18
UCafEZMU5s8geb9oIly6xTrg,20,19
UCagiBBx1prefrlsDzDxuA9A,27,21
UCahRghBkidF24RvCXLL4ezA,18,7
UCaiL2GDNpLYH6Wokkk1VNcg,17,9
UCakAg8hC_RFJm4RI3DlD7SA,24,22
UCamdvUq4-BoneYsHZt0Agrw,75,62
UCaqcvH8EvUtePORpN03jLMg,30,23
UCarSZcFQ6-0eqZrAG4pKoMA,86,63
UCavUx5z-IziOIxbsK_Ah7ng,22,20
UCb1GdqUqArXMQ3RS86lqqOw,15,13
UCb2KzMTnUAoPraHjlsagZOg,28,22
UCb57aRZr3KsykS_wNsD5Ptw,87,58
UCb75PJZ4oUf-6ctnDov15aQ,37,2
UCb8vrqP8Z7Oz9ZTYvUtjUHQ,24,20
UCb934vQ6fg1JZQKvkCQ_j-Q,20,13
UCb9A6uotqUiuVCvVp4GMqOg,59,30
UCbAlVnKhbGLK78GsSemQXxw,51,43
UCbAwSkqJ1W_Eg7wr3cp5BUA,22,20
UCbDt6x2bir9DvSc6Lua-Wog,27,19
UCbKWv2x9t6u8yZoB3KcPtnw,29,21
UCbLhGKVY-bJPcawebgtNfbw,22,17
UCbNcr0Zb-BnNrAXb7g9b_GQ,20,16
UCbPSQzSdy20ePVpUyRPdj_A,23,10
UCbRP3c757lWg9M-U7TyEkXA,24,23
UCbVFWdsuYErQacj-X2dth4Q,27,0
UCbW18JZRgko_mOGm5er8Yzg,56,32
UCbXgNpp0jedKWcQiULLbDTA,30,21
UCbY9xX3_jW5c2fjlZVBI4cg,80,73
UCbZyma5GjryWeBnelqIpJGw,22,11
UCb_ilU-RAbFstaVvYrTA5kw,19,15
UCbaGn5VkOVlcRgIWAHcrJKA,27,25
UCbaZa-dV7h9QOLzrzrY363w,34,21
UCbabUTCLH4kSJnoFl5RhbtA,27,24
UCbbXg21dyATWYJAJV2eKUdg,23,2
UCbc3_Q6R6kFvq4o9afJoVdQ,24,14
UCbemw7xLVdqukJJR6qm4AMA,1,0
UCbf760lHTElhPrG4kyI7twQ,25,21
UCbfBFlMglqjaSIIRzTivB2Q,58,43
UCbiGcwDWZjz05njNPrJU7jA,21,17
UCbiNMBd57pgETEFbiDSa4yQ,15,1
UCbjG74k_QkVxYkniXajlXsw,57,10
UCbjgKwnWnGG7sKCPTRgrFcw,12,11
UCbk_QsfaFZG6PdQeCvaYXJQ,25,24
UCblXhdsPTSO63NhHZlNJvUA,22,14
UCbmOgzvvDg60mXGm9t9Ad5Q,82,73
UCbmRS3i-yPQzsz2B5EM43hQ,65,37
UCbmTWHgTCBRHKdzfYVIY6VQ,40,31
UCbpAbeTSSyYoCNSXIFWFSRw,22,13
UCbqcgYtWRNbiRQn179Be59w,4,2
UCbryyDwitBwoTGsfNkTlprw,10,0
UCbskUSc4HGQf6g_cPzq_Rwg,26,16
UCbzxpRCGBvgIdI4PrO-P0mw,27,15
UCc-Yj3lMj3s_n1tqcGIzQ6g,21,14
UCc35WvHmQjLE8NN4Y_ITmUQ,29,25
UCc3Oeyd8Z00K8YrW6I-9v1g,7,0
UCc5dpUKLcZQQaDxMB_nYi5g,33,24
UCc5vZEM1MLUzCrg_aZIJdeA,30,15
UCc6Waxx9PybeXiF_xTx9g6g,26,15
UCc7gpqMnnOSbU_F2-5MVVZw,27,9
UCcIyDrEllzVSGod9djI6y6w,34,4
UCcJQ96WlEhJ0Ve0SLmU310Q,26,26
UCcJcLmalpzHfE5-qNtMujVQ,21,20
UCcJyQ5dihoKAKwk2aRi-CQw,22,21
UCcKwYjeZl4ceDqkH62_DKJw,24,15
UCcLeOkD84a4nIvQYMj6Fw5Q,21,9
UCcNPbOeFo-qM0wpis8Lwdig,22,18
UCcSNcvoslI429tBF8FQAa_w,24,14
UCcW1cNDhM6nSM_Rai4WMHIg,6,0
UCcXPEPxkcJId307kh_0divA,24,16
UCcY_4DFaSXdZk0hKolzIitw,30,12
UCc_M0OhnIMsfDdbS44n-YzQ,30,24
UCc_bMCfOWdFe2jweTBtHhWQ,21,19
UCcaEVV7A47J4k9GFcqOOYkg,33,13
UCcd4iyTC0KkHPgfJmcDY2bw,26,22
UCcf1t1tH-Pp5bmu4hbAytwA,36,30
UCcfVrE3mmeQZ_RN3u5cUECA,22,14
UCchBatdUMZoMfJ3rIzgV84g,52,43
UCchgIh8Tc4sTmBfnMQ5pDdg,34,26
UCchhviX4AbFlBnpJ_0u-caQ,29,4
UCcjVGHwHYVOkuvNEX2UH11Q,27,22
UCck1m7zZdzioiUzqhzpdNPw,38,31
UCckltLEhFLv8Xz_lQhYfwmg,7,0
UCctDQlR34dhq8p3vSKfh8dg,84,15
UCcvczmsieHPRsrpc3v7GUmg,28,22
UCcyOI2xMEfK940Tgwzb2VHg,23,18
UCczR_7pZca8dAljwZCemXZQ,26,25
UCczVGEKd7mlIaEenCdbH93w,27,25
UCd-3yWPyqe1uzAqJcppUWHQ,53,28
UCd-swDW3HCs4LTZhq8Cf7Fg,25,22
UCd15dSPPT-EhTXekA7_UNAQ,55,34
UCd16q6IUlZtKWhqnt3gKmuw,20,18
UCd2KNtfphz8HvYzM4pwtHmg,29,24
UCd4t3EEUy0LUOM4MTdjpNHA,24,18
UCd5hdemikI6GxwGKhJCwzww,111,89
UCd6MoB9NC6uYN2grvUNT-Zg,58,49
UCdA2SVgIp0OPs0-18htMPXA,20,18
UCdABA6CLwAZ5ef_QoqbI60w,33,25
UCdAdcNyKD-OXAVjexM4RJ7w,31,25
UCdJfRd1KqFBzVsJn9tC-JOA,32,25
UCdLIM09vCWUHsvUCmIRnLZA,26,22
UCdLS3nqRXp4lf1DYFm53UEw,3,0
UCdSa5ypKUP3tMUVD2P1Ha5A,39,12
UCdUD6racxisHiSX9iWFcuug,20,19
UCdUl_bahs2CptEdW0us2TRA,108,68
UCdXiwzRdQhVkKWxuUdWG8Cg,26,7
UCdclVw08N6Hyqo3PEr5fx2w,28,22
UCdfbgAEwn8tRpseFOaS2NZQ,28,7
UCdi8yQBdBfn1ECu3ayH_TnA,84,51
UCdl3ece6ZfQwsiLbMnh2bCw,178,153
UCdmEIMC3LBil4o0tjaTbj0w,88,73
UCdngmbVKX1Tgre699-XLlUA,60,46
UCdoadna9HFHsxXWhafhNvKw,8,8
UCdpHK9wCO75Pw7kxTfAxoEg,29,24
UCdqFIax7iWc7_fm4-_7pRRw,26,7
UCduf5_5FnIptzDMBJ75ttFQ,33,27
UCdvBex6r_1-i8Sut-mCy2Jw,6,6
UCe02lGcO-ahAURWuxAJnjdA,24,23
UCe038r93Ei2Uq2vHdTArmkw,29,2
UCe1KxviEvkGbkTAcaw6F6-w,25,21
UCe3qto8hTcjXeTEDqngqXVA,32,15
UCe4TiRe3lU6kGVr9S3_2SCA,231,187
UCe52oeb7Xv_KaJsEzcKXJJg,28,19
UCe7AsLJPq-tCqIk6nLtNMQA,30,17
UCeGa-vSdaxefW7sWtkV_K6A,31,9
UCeGvn22v6BDVnE4wRePB59w,21,10
UCeJDMiXb139qrWQxMayqmmg,27,5
UCeJFgNahi--FKs0oJyeRDEw,31,24
UCeOoUjlLiP5qKBozcdIjnGA,1,0
UCeP0-mA85a1UM05qFMub7Ow,29,16
UCeRjueZ0Fud9wumh5T8aU5A,12,1
UCeTDBdYwXw00Euml00SAOrg,7,1
UCeVb1p9-ZgbuNCDpITSfxVQ,44,30
UCeY0bbntWzzVIaj2z3QigXg,167,145
UCeYUHG6o0YguM-g23htdsSw,1,1
UCecAIXPb5KTJz5BFnUzlTaA,26,21
UCedhmYxrEunepeet06l7veQ,19,9
UCejVe2sNPjjvfCXg35q_EQQ,121,100
UCekG9LXAsu0F1TW12oe5qAA,35,19
UCelOyySQMezOEo5DfWk-0dw,31,15
UCenjunBhBhvKjfDAESnoppw,23,19
UCeoU2maQX8JiQ9DTuhOVz5g,20,19
UCepf2rSJI7XMvSN4iP5Wf8g,25,11
UCet0ZrYmw-V_hsGPb7KsiOQ,352,291
UCet_y01v87pE7MPGikjTQQw,34,19
UCew4GaVjAsE5Pxrvf9vAimw,15,12
UCewp2wR1WQK80rBjCxyLmuA,21,11
UCf1jN421MvkLJGO0a8SKe5A,27,22
UCf4iKXL_SJQ5d0qsKkboRRQ,46,39
UCf6_sB2Wl1qHMA9xgCQoB0A,28,0
UCfAfMATkdp1kClTEENP1oqg,43,34
UCfCC_V-j9nmTSHFNX7B28DA,2,1
UCfJT_eYDTmDE-ovKaxVE1ig,26,23
UCfJrdVVcWZMHLC--a4ovLLQ,29,22
UCfK_cpbu5KOoF6qOOQ-vZgA,8,2
UCfQ3dJMtQxPdsR7yLoJR91Q,32,15
UCfQk5qGOEO5cPPDFlQe2lFQ,22,21
UCfT1UNfPy_MVtQ-FYpaaoRw,31,0
UCfYHvYyFICHwHVO9lHwmiig,26,10
UCfZGWKJI5wT81Nsb_VOUlhQ,24,22
UCf_6wNttvdZzV6Y9w-HX32g,25,15
UCfbqdAYRKCKS3okHg8VhpIQ,30,23
UCfdI5E2F4r-rvwdqSy3vdbg,31,21
UCfdNM3NAhaBOXCafH7krzrA,25,22
UCflPux62TDLc_SiRsLZYIGA,29,27
UCfnEmDUWC4m0k-tDDGVM2Uw,28,27
UCfpC0sas2CVEs2ua1SwSGLA,16,1
UCfpQNRZUpg1S7TePCrDlBXA,23,18
UCfp_ObeA877WJcsrQ2zKyyw,24,0
UCfptHH9wJ0ZwUOF0uJcZw2w,18,6
UCfqI4vaaO70rqTFkESj99nQ,19,18
UCfrREf-q6PbTxNgsB5XAp6A,34,17
UCfrd3BAfIxnQurW6onoaY1Q,25,18
UCftwRNsjfRo08xYE31tkiyw,122,109
UCfu4y0dhh8STmiQyvfk4t4w,23,18
UCfwE_ODI1YTbdjkzuSi1Nag,49,44
UCfxNjlPAfbtKe9u0c6mhOHg,32,21
UCfzP_CiebRdveD9rRZv5Ndw,7,7
UCfzdwrvkTuoBqQDpQVC8gpg,33,27
UCg6b--eTCc1ozV92IOaNvVQ,30,26
UCg72Hd6UZAgPBAUZplnmPMQ,28,19
UCg82O1dADLORJsVPUTSOwGA,58,0
UCg8xaLuLPSqDki04Ulo2ywg,28,24
UCgBmZT8C8GdSPDTKmpZFZfg,17,17
UCgCnU-BQNJJJhKbc-oBMpHQ,8,3
UCgF4BmTIR27laD-8HQK0HZw,28,7
UCgFDGnuxli7vIPpj99xCbpQ,18,10
UCgFP46yVT-GG4o1TgXn-04Q,24,23
UCgJTEV-nL2oEp1PxPRN9Ghg,37,18
UCgJgDI5G8PaaVOrLd0Z_Cxg,62,55
UCgKEvLp8DXCTMq4QY6wW7bw,16,1
UCgKkNPU2Ib7_TcyAl8M2S-w,22,11
UCgPeJSMnI75Px4p5sZeIOcg,21,6
UCgRQ1rabw6ai7eRCgQFOoHw,2,0
UCgV-hgprraRb071mumQFw2g,19,6
UCgV0XiAesMW_-P4nkvMdVSw,21,20
UCg_2rtTN4Mk0xQiSUg4VnAg,25,7
UCgaAi6NU71GB0qFp576NSVw,33,11
UCgaw0t5Elj8qIlnjvnBImrw,15,4
UCgb5Cb71XvKXT5V1d2ORVmg,33,24
UCgbM6dslSl_h_UaU3E32tgQ,60,48
UCgbyN_o-Guwpyqfuuz3pyIw,27,24
UCgdVzGujDgKTYPUuia2R0bA,26,17
UCggQRXA6kODeQ16RlAmihbQ,24,11
UCgjFPVezDdWXv6FiYDFIsow,14,12
UCglXlpWjIi95auM3umWWLdw,23,4
UCgmPnx-EEeOrZSg5Tiw7ZRQ,24,15
UCgrHMffytDYdZlvVCuw8peQ,21,21
UCgsTgyATKBhaRzh69swGdIQ,23,7
UCgsX_O4_Zc7lkvVuQ-BpUCw,27,24
UCgyHfURgVpfPzn1n1jSVTRQ,40,1
UCgzDCYjPojwbyQCUQLAMCuA,18,7
UCh-GXxkUCFItAvmkTlbnPTw,158,107
UCh2pESyYhs7ffFE6w9i_zzg,20,3
UCh3Rpsdv1fxefE0ZcKBaNcQ,140,90
UCh3dLwn4Y8K3EaRKcaJthnw,37,31
UCh57HG76EOOhl_pmJTXhblw,18,13
UCh6KFtW4a4Ozr81GI1cxaBQ,27,25
UCh8IuVJvRdporrHi-I9H7Vw,60,55
UCh9IfI45mmk59eDvSWtuuhQ,53,45
UChBEbMKI1eCcejTtmI32UEw,23,20
UChBMeMPvsKA-M3QLgEriwhg,7,6
UChBVf9YnourrEDTsbbwJPRA,13,10
UChC_apOWk6MSl03byUiVZRQ,44,38
UChDKyKQ59fYz3JO2fl0Z6sg,33,30
UChED8xs4xz2In2UhClxkQ4A,5,5
UChI-cTok8fJePnryAd0mTvQ,17,16
UChJr8gb-lKSt_xgSUX-e98Q,22,21
UChLtXXpo4Ge1ReTEboVvTDg,25,21
UChPRO1CB_Hvd0TvKRU62iSQ,18,15
UChQEdt9dBiCkcCch6LyrjtA,57,19
UChSciKtfmRO5YsjZ0MQYMcg,29,20
UChWfNxxWaBeoD7ip-EMwN1Q,30,12
UChX2haJZZJOtIIrdqLPvQWA,23,2
UChY_9WJx0saa0St48lSdytQ,26,25
UChZTy8gPA5do3YXLbF0JG-Q,15,2
UChbVeRtv-cDsM9-PO4Mxltw,31,0
UChdlb6PNmNiv3KlfiMMsoiA,82,69
UChf6xi1WL27OEqLp3wu0q8Q,23,11
UChh3WEYwnNgo34KifbWuLZQ,28,24
UChlT7gVbt6l0C2Q_DLlU4cg,25,19
UChneGqGy_lmvfcR1v_avL6g,18,5
UChpleBmo18P08aKCIgti38g,14,14
UChvK5pQeF9_Ar6XR4ttc8Ww,10,0
UChz9LmLfA1Q2SCx32fYw-Og,27,22
UCi22AHGFBBUmdykTf8AMMfg,11,8
UCi3SR4l-4eX54WYyheuSkXw,6,1
UCi7GJNg51C3jgmYTUwqoUXA,27,20
UCi7Zk9baY1tvdlgxIML8MXg,13,12
UCi7wDE2ZTiR5QYYrUY5WhtA,43,41
UCi8e0iOVk1fEOogdfu4YgfA,19,11
UCi9SqUCnW_flgsrl6_PRJFQ,14,14
UCiDYojuf-S9wwMs98aUGbJw,21,20
UCiJUp_NBW2D_UMQIvq2nlPg,33,21
UCiJcM95iuhvQoGkmz30eV1w,20,0
UCiMbglOfIEtT4-4EY-Ruf5Q,21,3
UCiN4rF5XL_fKYOZkGKtdaMQ,22,14
UCiNFWM5vl3Jyn3NBXxOX7dw,1,0
UCiQLg9dp-ui4YzBWrce9Dsg,26,9
UCiQadjXDPqZPwIX4EXAG8OQ,17,13
UCiVm8XcbwS8-pcDEa5lFXIA,19,11
UCiWLfSweyRNmLpgEHekhoAg,19,16
UCiZ2z8F8ilr6SC7lOaxAQ4g,52,47
UCiZC4ppUa90nhv4b4-WiZ5A,23,13
UCi_iNBqvBJJ3oT2oroRdZrg,33,26
UCidiEXdWtuFT6DH3RYiUs3w,57,1
UCifnFdTYxNT-3WZo5krqGLQ,27,10
UCisy6taOAeLfyaCqcMQDfig,76,69
UCixD9UbKvDxzGNiPC_fgHyA,21,14
UCj0sKQk9qjiIfNH22ZBWpxw,119,58
UCj3EXpr5v35g3peVWnVLoew,29,25
UCj4sx4C9ImPJpACdoKW0OtQ,23,13
UCj4vWvd9COCwHgS82TrrPlA,24,16
UCj5K5MThs1DpTWIG6AOVPBw,28,21
UCj7S40KeV1AHEz9CEGNJ34w,23,9
UCjBktdjpQkkf7BHsgISs55w,2,2
UCjD_dIlYBil51LU42cl3EkA,27,20
UCjE9oosITb_DAI8EMcsQ5TA,23,8
UCjElJyiXmQXnWmceQ1JyKrA,37,7
UCjHWv2DU5-HLpogAAr386DQ,35,27
UCjJHHCyCSX02-LGlEr1BKLA,27,19
UCjLKJaDRNAeM0QhfK1yBibg,21,16
UCjWgFEwDOOTVQgVo1yZ8-5A,29,23
UCjZ2GbB_-JHFLKUZAn7jDjg,25,0
UCja8sZ2T4ylIqjggA1Zuukg,23,21
UCjcQ8xYMDg_4-dgKQoHrNmg,12,4
UCjmJDM5pRKbUlVIzDYYWb6g,29,17
UCjo1uN-aM3rmBV46xj7l2KA,19,19
UCjoQwR3riT9mNSwC5A6kRgA,17,14
UCjtUS7-SZTi6pXjUbzGHQCg,18,18
UCjtpP3jb9LOpbGxdNQhk3Qg,11,10
UCjwlodArwCSio3JCWUOK9Mg,26,18
UCjxAUYz6RxbcCYlNZnZcwKQ,37,31
UCjzi56cxvmEDwjo1Bd2Yxpg,38,36
UCk-KURTfguuNATLwmgIk5AQ,36,16
UCk19iYDCu8aV_KTDdELiucw,14,4
UCk1HnZpqA3HDHkiAbMnGFaA,32,10
UCk5TtU79zpTNmQrSUUIm25A,28,18
UCk6ONJlPzjw3DohAeMSgsng,1,1
UCk7DcAEWN8dna2A_KYSSslQ,90,63
UCkBmM3F-oX8YfyfBpc9yKJg,23,23
UCkEfuaP1jl_8M0eOcia9WmA,16,13
UCkGaVPpI3NRWogWB54GxO8g,37,25
UCkGvUEt8iQLmq3aJIMjT2qQ,20,19
UCkH6-sgIxWjGb0kAaybyzew,31,30
UCkHASsLOHuddMTzARove3AA,42,6
UCkJEpR7JmS36tajD34Gp4VA,51,44
UCkJz0IjpFA9IYA6wUPyAQIA,27,25
UCkKDpnzIG29MA--Sh6oOtWg,43,0
